reference,formula
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ ( FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ BackOf ( b , d ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( d , b ) | FrontOf ( c , c ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ BackOf ( b , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , c ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( c , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , c ) | FrontOf ( c , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , c ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( BackOf ( c , d ) | BackOf ( b , d ) ) & ~ ( BackOf ( c , c ) | BackOf ( b , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | BackOf ( b , d ) | FrontOf ( c , c ) | BackOf ( b , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ~ ~ ( FrontOf ( d , b ) | FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( c , c ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ BackOf ( b , d ) & ~ FrontOf ( c , c ) & ~ BackOf ( b , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( c , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( c , c ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( d , c ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , b ) & ~ ( FrontOf ( c , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ BackOf ( c , c ) & ~ FrontOf ( d , b ) & ~ BackOf ( b , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) | FrontOf ( d , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( d , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( d , b ) ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , b ) | FrontOf ( c , c ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) ) & ~ ( FrontOf ( c , c ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ ( FrontOf ( c , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ ( FrontOf ( d , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( c , c ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , c ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( c , c ) ) & ~ FrontOf ( d , b ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( d , c ) | FrontOf ( c , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( c , c ) & ~ FrontOf ( d , c )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( d , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( c , b ) | FrontOf ( d , c ) | FrontOf ( c , c ) )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , b ) | FrontOf ( d , c ) ) & ~ FrontOf ( c , c ) & ~ FrontOf ( c , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( c , c ) | FrontOf ( d , c ) ) & ~ ( FrontOf ( c , b ) | FrontOf ( d , b ) )"
Neither D nor C is in front of either C or B,"~ FrontOf ( d , b ) & ~ FrontOf ( c , b ) & ~ FrontOf ( d , c ) & ~ FrontOf ( d , b )"
Neither D nor C is in front of either C or B,"~ ( FrontOf ( d , c ) | FrontOf ( d , b ) ) & ~ ( FrontOf ( d , b ) | FrontOf ( c , b ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( a , c ) | ~ LeftOf ( a , b ) ) & ( ~ RightOf ( e , c ) | ~ LeftOf ( e , b ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( e , c ) | ~ LeftOf ( e , b ) ) & ( ~ RightOf ( a , c ) | ~ LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( e , c ) | ~ LeftOf ( e , b ) ) & ( ~ LeftOf ( a , b ) | ~ RightOf ( a , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( a , c ) & LeftOf ( a , b ) ) & ~ ( RightOf ( e , c ) & LeftOf ( e , b ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( e , c ) | ~ LeftOf ( e , b ) ) & ~ ( RightOf ( a , c ) & LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( e , c ) & LeftOf ( e , b ) ) & ~ ( RightOf ( a , c ) & LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ LeftOf ( e , b ) | ~ RightOf ( e , c ) ) & ( ~ RightOf ( a , c ) | ~ LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( LeftOf ( a , b ) & RightOf ( a , c ) ) | ( RightOf ( e , c ) & LeftOf ( e , b ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( e , c ) & RightOf ( b , e ) ) | ( LeftOf ( c , a ) & LeftOf ( a , b ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( e , c ) & LeftOf ( e , b ) ) | ( RightOf ( a , c ) & LeftOf ( a , b ) ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ LeftOf ( e , b ) | ~ RightOf ( e , c ) ) & ( ~ LeftOf ( a , b ) | ~ RightOf ( a , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( LeftOf ( e , b ) & RightOf ( e , c ) ) | ( RightOf ( a , c ) & LeftOf ( a , b ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( LeftOf ( a , b ) & RightOf ( a , c ) ) | ( LeftOf ( e , b ) & RightOf ( e , c ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( a , c ) & LeftOf ( a , b ) ) & ~ ( LeftOf ( e , b ) & RightOf ( e , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( LeftOf ( e , b ) & RightOf ( e , c ) ) & ~ ( RightOf ( a , c ) & LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( e , c ) & LeftOf ( e , b ) ) | ( LeftOf ( a , b ) & RightOf ( a , c ) ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ LeftOf ( a , b ) | ~ RightOf ( a , c ) ) & ( ~ LeftOf ( e , b ) | ~ RightOf ( e , c ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( e , c ) | ~ LeftOf ( e , b ) ) & ~ ( LeftOf ( c , a ) & LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"( RightOf ( e , c ) $ ~ LeftOf ( e , b ) ) & ( RightOf ( a , c ) $ ~ LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( b , e ) & LeftOf ( c , e ) ) | ( RightOf ( b , a ) & LeftOf ( c , a ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( LeftOf ( a , b ) & RightOf ( a , c ) ) & ~ ( LeftOf ( e , b ) & RightOf ( e , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( LeftOf ( e , b ) & RightOf ( e , c ) ) & ~ ( LeftOf ( a , b ) & RightOf ( a , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( e , c ) & LeftOf ( e , b ) ) & ( ~ RightOf ( a , c ) | ~ LeftOf ( a , b ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( LeftOf ( e , b ) & RightOf ( e , c ) ) | ( LeftOf ( a , b ) & RightOf ( a , c ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( e , c ) & LeftOf ( e , b ) ) & ~ ( LeftOf ( a , b ) & RightOf ( a , c ) )"
Neither E nor A is to the right of C and to the left of B,"( ~ RightOf ( a , c ) | ~ LeftOf ( a , b ) ) & ( ~ LeftOf ( e , b ) | ~ RightOf ( e , c ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( a , c ) & LeftOf ( a , b ) ) | ( RightOf ( e , c ) & LeftOf ( e , b ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( ( RightOf ( a , c ) & LeftOf ( a , b ) ) | ( LeftOf ( e , b ) & RightOf ( e , c ) ) )"
Neither E nor A is to the right of C and to the left of B,"~ ( RightOf ( e , c ) & RightOf ( b , e ) ) & ~ ( RightOf ( a , c ) & RightOf ( b , a ) )"
Neither E nor D is larger than C,"( Smaller ( d , c ) | SameSize ( d , c ) ) & ( Smaller ( e , c ) | SameSize ( e , c ) )"
Neither E nor D is larger than C,"~ ( Larger ( e , c ) | Larger ( d , c ) )"
Neither E nor D is larger than C,"~ Larger ( e , c ) & ~ Larger ( d , c )"
Neither E nor D is larger than C,"~ Larger ( d , c ) & ~ Larger ( e , c )"
Neither E nor D is larger than C,"( Larger ( c , e ) | SameSize ( c , e ) ) & ( Larger ( c , d ) | SameSize ( c , d ) )"
Neither E nor D is larger than C,"~ ( Larger ( d , c ) | Larger ( e , c ) )"
Neither E nor D is larger than C,"~ ( Larger ( e , c ) & Smaller ( c , e ) ) & ~ ( Larger ( d , c ) & Smaller ( c , d ) )"
Neither E nor D is larger than C,"( Smaller ( e , c ) | SameSize ( e , c ) ) & ( Smaller ( d , c ) | SameSize ( d , c ) )"
Neither E nor D is larger than C,"~ Smaller ( c , e ) & ~ Smaller ( c , d )"
Neither E nor D is larger than C,"~ ( Smaller ( c , e ) | Smaller ( c , d ) )"
Neither E nor D is larger than C,"( Larger ( c , d ) | SameSize ( c , d ) ) & ( Larger ( c , e ) | SameSize ( c , e ) )"
Neither E nor D is larger than C,"~ ( ~ Larger ( e , c ) $ Larger ( d , c ) )"
Neither E nor D is larger than C,"~ ( Smaller ( c , d ) | Smaller ( c , e ) )"
Neither E nor D is larger than C,"~ ( Larger ( e , c ) | Larger ( d , c ) ) | ( ~ Larger ( e , c ) & ~ Larger ( d , c ) )"
Neither E nor D is larger than C,"( SameSize ( e , c ) | Smaller ( e , c ) ) & ( SameSize ( d , c ) | Smaller ( d , c ) )"
Neither E nor D is larger than C,"~ ( Larger ( e , c ) & Larger ( d , c ) ) & ~ ( Larger ( e , c ) | Larger ( d , c ) )"
"if C is a tetrahedron, then A is not a tetrahedron",Tet ( a ) $ ~ Tet ( c )
"if C is a tetrahedron, then A is not a tetrahedron",Tet ( c ) $ ~ Tet ( a )
"if C is a tetrahedron, then A is not a tetrahedron",( Tet ( a ) $ ~ Tet ( c ) ) | ( Tet ( c ) $ ~ Tet ( a ) )
"if C is a tetrahedron, then A is not a tetrahedron",~ Tet ( c ) | ~ Tet ( a )
"if C is a tetrahedron, then A is not a tetrahedron",~ ( Tet ( c ) & Tet ( a ) )
"if C is a tetrahedron, then A is not a tetrahedron",~ ( Tet ( a ) & Tet ( c ) )
"if C is a tetrahedron, then A is not a tetrahedron",( Tet ( c ) & ~ Tet ( a ) ) | ~ Tet ( c )
